Type,Investor,Stock,Holding_Value_in_Cr,Quantity,Dec_2023,Sep_2023,Jun_2023,Mar_2023,Dec_2022,Sep_2022,Jun_2022,Mar_2022,Dec_2021
Institutional Investors,Kotak_Mahindra_Group,VIP_Industries_Ltd,127.8,2807627,0.02,0.02,0.02,0.018,0.015,0.03,0.028,0.028,0.028
Institutional Investors,Kotak_Mahindra_Group,V_Mart_Retail_Ltd,251.5,1257497,0.064,0.049,0.047,0.038,0.03,0.024,0.014,0,0
Institutional Investors,Kotak_Mahindra_Group,Voltamp_Transformers_Ltd,138.1,165000,0.016,0.016,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Voltas_Ltd,621,5965697,0.018,0.014,0.011,0.011,0,0.012,0.011,0,0
Institutional Investors,Kotak_Mahindra_Group,VST_Tillers_Tractors_Ltd,132.5,429323,0.05,0.05,0.05,0.049,0.049,0.049,0.049,0.048,0.044
Institutional Investors,Kotak_Mahindra_Group,Whirlpool_of_India_Ltd,713.5,5637128,0.044,0.047,0.045,0.043,0.038,0.028,0.022,0.014,0
Institutional Investors,Kotak_Mahindra_Group,YES_Bank_Ltd,874,380000000,0.013,0.013,0.013,0.013,0.013,0.015,0.015,0.015,0.015
Institutional Investors,Kotak_Mahindra_Group,Zee_Entertainment_Enterprises_Ltd,571.9,40285408,0.042,0.031,0.017,0.013,0.014,0.012,0.012,0,0
Institutional Investors,Kotak_Mahindra_Group,Zensar_Technologies_Ltd,,0,0,0,0,0,0,0,0,0,0.008
Institutional Investors,Kotak_Mahindra_Group,PNC_Infratech_Ltd,168.3,4165098,0.016,0.016,0.016,0.016,0.016,0.027,0.027,0.027,0.016
Institutional Investors,Kotak_Mahindra_Group,Syngene_International_Ltd,341,5091024,0.013,0.013,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,InterGlobe_Aviation_Ltd,1551.7,4747463,0.012,0.012,0.012,0.014,0.012,0.015,0.015,0.013,0.013
Institutional Investors,Kotak_Mahindra_Group,Lux_Industries_Ltd,70.7,630013,0.021,0.024,0.026,0.034,0.038,0.04,0.041,0.041,0.039
Institutional Investors,Kotak_Mahindra_Group,TeamLease_Services_Ltd,,0,0,0.015,0.015,0.016,0.02,0.02,0.02,0.022,0.022
Institutional Investors,Kotak_Mahindra_Group,Crompton_Greaves_Consumer_Electricals_Ltd,272.7,10128602,0.016,0.013,0.011,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Reliance_Chemotex_Industries_Ltd,1.8,91450,0.012,0.018,0.018,0.018,0.018,0.018,0.013,0.013,0.013
Institutional Investors,Kotak_Mahindra_Group,WPIL_Ltd,73.7,237020,0.024,0.024,0.026,0.034,0.038,0.038,0.038,0.034,0.034
Institutional Investors,Kotak_Mahindra_Group,Hawkins_Cookers_Ltd,228.9,369386,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Institutional Investors,Kotak_Mahindra_Group,Quadrant_Televentures_Ltd,2.2,11698980,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
Institutional Investors,Kotak_Mahindra_Group,India_Steel_Works_Ltd,1.5,5000000,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
Institutional Investors,Kotak_Mahindra_Group,Link_Pharma_Chem_Ltd,0.342,82942,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
Institutional Investors,Kotak_Mahindra_Group,Brawn_Biotech_Ltd,0.074,37093,0.012,0.012,0.012,0.012,0.012,0.013,0.012,0.012,0
Institutional Investors,Kotak_Mahindra_Group,Prabhhans_Industries_Ltd,,0,0,0,0,0,0,0.01,0,0.01,0
Institutional Investors,Kotak_Mahindra_Group,Saboo_Sodium_Chloro_Ltd,,0,0,0,0,0,0,0,0,0,0.022
Institutional Investors,Kotak_Mahindra_Group,Mena_Mani_Industries_Ltd,0.0291,3050,0,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Arman_Financial_Services_Ltd,21.1,113890,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Apollo_Pipes_Ltd,128,1975825,0.05,0.039,0.037,0.047,0.037,0.037,0.037,0.037,0.037
Institutional Investors,Kotak_Mahindra_Group,Pokarna_Ltd,68.7,1570264,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.049,0.045
Institutional Investors,Kotak_Mahindra_Group,GPT_Infraprojects_Ltd,10.6,693217,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,JTL_Industries_Ltd,,0,0,0,0,0,0.014,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Northlink_Fiscal_and_Capital_Services_Ltd,2.1,821000,0.253,0.253,0.253,0.156,0.156,0.156,0.156,0.156,0.156
Institutional Investors,Kotak_Mahindra_Group,RBL_Bank_Ltd,169.9,7622122,0.013,0.011,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Sheela_Foam_Ltd,823.6,8632949,0.079,0.079,0.063,0.065,0.065,0,0.064,0.063,0.063
Institutional Investors,Kotak_Mahindra_Group,Laurus_Labs_Ltd,264.2,6710126,0.013,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Sagarsoft_(India)_Ltd,,0,0,0,0,0,0,0,0,0.015,0
Institutional Investors,Kotak_Mahindra_Group,Eris_Lifesciences_Ltd,,0,0,0,0,0,0,0.012,0.012,0.012,0.012
Institutional Investors,Kotak_Mahindra_Group,Au_Small_Finance_Bank_Ltd,2098.7,36997880,0.055,0.054,0.041,0.043,0.044,0.044,0.046,0.047,0.046
Institutional Investors,Kotak_Mahindra_Group,Dixon_Technologies_(India)_Ltd,1398.8,2009991,0.034,0.02,0.019,0.017,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Prataap_Snacks_Ltd,96.1,1004520,0.042,0.042,0.049,0.049,0.049,0.049,0.04,0.038,0.038
Institutional Investors,Kotak_Mahindra_Group,Kome_on_Communication_Ltd,,0,0,0,0,0,0,0,0,0.012,0
Institutional Investors,Kotak_Mahindra_Group,New_Light_Apparels_Ltd,,0,0,0,0,0,0,0,0,0,0.011
Institutional Investors,Kotak_Mahindra_Group,Godrej_Agrovet_Ltd,,0,0,0,0,0,0,0,0,0.01,0.01
Institutional Investors,Kotak_Mahindra_Group,Mahindra_Logistics_Ltd,,0,0,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
Institutional Investors,Kotak_Mahindra_Group,Amber_Enterprises_India_Ltd,536.2,1673985,0.05,0.047,0.05,0.05,0.05,0.048,0.05,0.042,0.048
Institutional Investors,Kotak_Mahindra_Group,Galaxy_Surfactants_Ltd,331.4,1444821,0.041,0.04,0.034,0.034,0.033,0.029,0.026,0.025,0.021
Institutional Investors,Kotak_Mahindra_Group,Bandhan_Bank_Ltd,703.1,38708750,0.024,0.022,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Sandhar_Technologies_Ltd,93.8,1933858,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
Institutional Investors,Kotak_Mahindra_Group,InfoBeans_Technologies_Ltd,9.6,250000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Institutional Investors,Kotak_Mahindra_Group,Varroc_Engineering_Ltd,108.3,2216038,0.015,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016
Institutional Investors,Kotak_Mahindra_Group,Solara_Active_Pharma_Sciences_Ltd,,0,0,0,0,0,0,0,0,0,0.01
Institutional Investors,Kotak_Mahindra_Group,Orient_Electric_Ltd,165.4,8519259,0.04,0.039,0.039,0.039,0.038,0.035,0.035,0.032,0.028
Institutional Investors,Kotak_Mahindra_Group,Aavas_Financiers_Ltd,344.8,2500651,0.032,0.032,0.031,0.035,0.027,0.017,0.017,0.017,0.018
Institutional Investors,Kotak_Mahindra_Group,Techno_Electric_and_Engineering_Company_Ltd,319.1,5080886,0.047,0.045,0.04,0.045,0.046,0.051,0.053,0.053,0.054
Institutional Investors,Kotak_Mahindra_Group,RPSG_Ventures_Ltd,,0,0,0,0,0,0,0,0,0.04,0.043
Institutional Investors,Kotak_Mahindra_Group,Spandana_Sphoorty_Financial_Ltd,92.3,1109205,0.016,0.019,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Max_Healthcare_Institute_Ltd,,0,0,0,0,0,0,0,0,0.06,0
Institutional Investors,Kotak_Mahindra_Group,Computer_Age_Management_Services_Ltd,181.9,636746,0.013,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Gland_Pharma_Ltd,,0,0,0,0,0.011,0.011,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Laxmi_Organic_Industries_Ltd,82.7,3604945,0.013,0.014,0.014,0.014,0.013,0.013,0.013,0,0
Institutional Investors,Kotak_Mahindra_Group,Barbeque_Nation_Hospitality_Ltd,95.3,1782069,0.046,0.027,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Shyam_Metalics_and_Energy_Ltd,,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.017
Institutional Investors,Kotak_Mahindra_Group,G_R_Infraprojects_Ltd,180,1440698,0.015,0.012,0.011,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Zomato_Ltd,1599.4,100847207,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Rolex_Rings_Ltd,408.7,2197960,0.081,0.08,0.046,0.069,0.067,0.063,0.044,0.045,0.045
Institutional Investors,Kotak_Mahindra_Group,Krsnaa_Diagnostics_Ltd,,0,0,0,0,0,0,0,0,0,0.011
Institutional Investors,Kotak_Mahindra_Group,Nuvoco_Vistas_Corporation_Ltd,377.1,12655290,0.035,0.043,0.043,0.043,0.043,0.043,0.044,0.044,0.044
Institutional Investors,Kotak_Mahindra_Group,Sansera_Engineering_Ltd,641.5,6670951,0.125,0.123,0.113,0.059,0.059,0.041,0.026,0.02,0
Institutional Investors,Kotak_Mahindra_Group,PB_Fintech_Ltd,918.6,8355093,0.019,0.014,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Sapphire_Foods_India_Ltd,307.6,2049246,0.032,0.028,0.019,0.017,0.016,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Go_Fashion_(India)_Ltd,92.2,893989,0.017,0.015,0.013,0.013,0.013,0.013,0.013,0.011,0
Institutional Investors,Kotak_Mahindra_Group,RateGain_Travel_Technologies_Ltd,102.4,1382242,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Fusion_Micro_Finance_Ltd,118.2,2529488,0.025,0.019,0.02,0.02,0.011,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Tracxn_Technologies_Ltd,10.8,1250045,0.012,0.012,0.012,0.048,0.062,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Vedant_Fashions_Ltd,352.2,3878625,0.016,0.016,0.016,0.012,0.011,0.011,0.011,0,0
Institutional Investors,Kotak_Mahindra_Group,Venus_Pipes_and_Tubes_Ltd,146.7,862101,0.043,0.042,0.044,0.044,0.044,0.029,0.021,0,0
Institutional Investors,Kotak_Mahindra_Group,Prudent_Corporate_Advisory_Services_Ltd,,0,0,0,0,0,0.015,0.016,0.016,0,0
Institutional Investors,Kotak_Mahindra_Group,Archean_Chemical_Industries_Ltd,,0,0,0,0.011,0.012,0.014,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,KFIN_Technologies_Ltd,977.3,16725100,0.098,0.098,0.098,0.099,0.1,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Elin_Electronics_Ltd,13.2,935311,0.019,0.026,0.036,0.042,0.034,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,BEML_Land_Assets_Ltd,21.3,970000,0.023,0.045,0.049,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Yatharth_Hospital_and_Trauma_Care_Services_Ltd,75.4,1852939,0.022,0.018,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,TVS_Supply_Chain_Solutions_Ltd,92,5936918,0.014,0.024,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Vishnu_Prakash_R_Punglia_Ltd,,0,0,0.012,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Zaggle_Prepaid_Ocean_Services_Ltd,,0,0,0.012,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Plada_Infotech_Services_Ltd,0.849,300000,0,0.05,0,0,0,0,0,0,0
Institutional Investors,Kotak_Mahindra_Group,Happy_Forgings_Ltd,108.8,1318269,0.014,0,0,0,0,0,0,0,0
Institutional Investors,Reliance_Group,Alok_Industries_Ltd,5403.4,1986533333,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Institutional Investors,Reliance_Group,Balaji_Telefilms_Ltd,195,25200000,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249
Institutional Investors,Reliance_Group,Den_Networks_Ltd,9.7,1948680,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Institutional Investors,Reliance_Group,EIH_Ltd,4734.6,117760869,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
Institutional Investors,Reliance_Group,Federal_Bank_Ltd,,0,0,0,0,0,0,0,0.038,0,0
Institutional Investors,Reliance_Group,HFCL_Ltd,637.4,71214186,0.05,0.05,0.05,0.05,0.05,0.015,0.05,0.05,0.05
Institutional Investors,Reliance_Group,Hinduja_Global_Solutions_Ltd,72,916666,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0.018
Institutional Investors,Reliance_Group,NDL_Ventures_Ltd,5.2,525000,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
Institutional Investors,Reliance_Group,Just_Dial_Ltd,4247.6,54289574,0.639,0.639,0.639,0.644,0.644,0.664,0.665,0.67,0.67
Institutional Investors,Reliance_Group,KRBL_Ltd,668.7,22900000,0.1,0.1,0.097,0.097,0.097,0.097,0.097,0.097,0.097
Institutional Investors,Reliance_Group,Reliance_Communications_Ltd,6.7,38270863,0.014,0.014,0.014,0.047,0.047,0.047,0.047,0.047,0.047
Institutional Investors,Reliance_Group,Reliance_Capital_Ltd,2.4,1934405,0.008,0.008,0.008,0.008,0.008,0.008,0.011,0.011,0.011
Institutional Investors,Reliance_Group,Reliance_Industries_Ltd,205468.8,722184679,0.109,0.109,0.11,0.11,0.11,0.11,0.073,0.073,0.073
Institutional Investors,Reliance_Group,Reliance_Infrastructure_Ltd,1070.4,44441194,0.112,0.113,0,0,0.043,0.047,0.047,0.047,0.047
Institutional Investors,Reliance_Group,Reliance_Industrial_InfraStructure_Ltd,837.8,6860064,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454
Institutional Investors,Reliance_Group,Reliance_Power_Ltd,2311.6,1007239920,0.264,0.264,0.249,0.249,0.249,0.249,0.249,0.249,0.249
Institutional Investors,Reliance_Group,Kinetic_Engineering_Ltd,13.6,855800,0.039,0.055,0.059,0,0.06,0,0.064,0.064,0.068
Institutional Investors,Reliance_Group,Caprolactam_Chemicals_Ltd,,0,0,0,0,0,0,0,0,0,0.033
Institutional Investors,Reliance_Group,Ventura_Textiles_Ltd,,0,0,0.017,0,0.017,0.017,0.017,0,0,0
Institutional Investors,Reliance_Group,Lotus_Chocolate_Company_Ltd,208.7,6549065,0.51,0.51,0.51,0,0,0,0,0,0
Institutional Investors,Reliance_Group,Ashram_Onlinecom_Ltd,0.097,161900,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.012,0.014
Institutional Investors,Reliance_Group,Shalimar_Wires_Industries_Ltd,15.2,7251481,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
Institutional Investors,Reliance_Group,Bombay_Oxygen_Investments_Ltd,22.6,12682,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085
Institutional Investors,Reliance_Group,Reliance_Home_Finance_Ltd,0.99,2999597,0.006,0.006,0.435,0.485,0.485,0.485,0.487,0.487,0.487
Institutional Investors,Reliance_Group,Apt_Packaging_Ltd,0.471,100000,0.019,0.019,0,0,0,0,0,0,0
Institutional Investors,Reliance_Group,Sterling_and_Wilson_Renewable_Energy_Ltd,3666.8,75877334,0.326,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.155
Institutional Investors,Reliance_Group,Machhar_Industries_Ltd,0.535,25000,0.034,0.034,0.034,0,0,0,0,0,0
Institutional Investors,Reliance_Group,Jio_Financial_Services_Ltd,10935.9,309359853,0.049,0.049,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,ACC_Ltd,,0,0,0,0,0,0,0.01,0.011,0,0
Institutional Investors,Axis_Group_,Ahluwalia_Contracts_(India)_Ltd,404.4,3931533,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059
Institutional Investors,Axis_Group_,Alicon_Castalloy_Ltd,81.3,1011983,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
Institutional Investors,Axis_Group_,Apar_Industries_Ltd,290.8,478543,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Apollo_Hospitals_Enterprise_Ltd,1741.3,2866710,0.02,0.021,0.021,0.019,0.017,0.012,0.011,0,0
Institutional Investors,Axis_Group_,Astral_Ltd,1767.5,9124089,0.034,0.035,0.039,0.038,0.038,0.039,0.038,0.039,0.037
Institutional Investors,Axis_Group_,Bajaj_Finserv_Ltd,2654.2,16920528,0.011,0.011,0.012,0,0.012,0.013,0.014,0.013,0
Institutional Investors,Axis_Group_,Bajaj_Finance_Ltd,8167.6,12359117,0.02,0.022,0.024,0.025,0,0.027,0.028,0.028,0.026
Institutional Investors,Axis_Group_,Balrampur_Chini_Mills_Ltd,115.4,3178600,0.016,0.017,0.015,0,0,0,0,0.011,0
Institutional Investors,Axis_Group_,Bata_India_Ltd,231.7,1691596,0.013,0.016,0.019,0.024,0.035,0.035,0.033,0.022,0.014
Institutional Investors,Axis_Group_,Blue_Star_Ltd,792.4,6258516,0.03,0.03,0.036,0.036,0.035,0.036,0.031,0.021,0.018
Institutional Investors,Axis_Group_,Brigade_Enterprises_Ltd,1212.9,14269492,0.062,0.062,0.066,0.062,0.063,0.063,0.06,0.059,0.052
Institutional Investors,Axis_Group_,Can_Fin_Homes_Ltd,423.8,5927964,0.045,0.047,0.043,0.042,0.033,0.032,0.027,0.02,0.02
Institutional Investors,Axis_Group_,Carborundum_Universal_Ltd,369.5,3392208,0.018,0.017,0.017,0,0,0,0,0,0
Institutional Investors,Axis_Group_,CCL_Products_India_Ltd,456.7,8014923,0.06,0.061,0.068,0.07,0.07,0.07,0.069,0.064,0.051
Institutional Investors,Axis_Group_,Jupiter_Wagons_Ltd,,0,0,0,0,0.015,0.022,0.022,0.022,0.093,0.093
Institutional Investors,Axis_Group_,Cholamandalam_Investment_and_Finance_Company_Ltd,4119.2,39237708,0.047,0.045,0.049,0.049,0.049,0.05,0.05,0,0.044
Institutional Investors,Axis_Group_,Coromandel_International_Ltd,490.6,4654442,0.016,0.016,0.016,0.015,0.013,0.012,0,0,0
Institutional Investors,Axis_Group_,CG_Power_and_Industrial_Solutions_Ltd,1272.2,27280363,0.018,0.018,0.015,0.01,0,0,0,0,0
Institutional Investors,Axis_Group_,City_Union_Bank_Ltd,229.5,17926527,0.024,0.024,0.024,0.032,0.049,0.048,0.041,0.029,0.034
Institutional Investors,Axis_Group_,Cummins_India_Ltd,842,3115332,0.011,0.011,0.014,0.012,0,0,0,0,0
Institutional Investors,Axis_Group_,Deepak_Fertilisers_and_Petrochemicals_Corporation_Ltd,84.4,1726149,0.014,0.014,0.013,0.013,0.01,0.01,0.011,0.013,0.013
Institutional Investors,Axis_Group_,Diamond_Power_Infrastructure_Ltd,,0,0,0.073,0.073,0.073,0.073,0.073,0,0,0
Institutional Investors,Axis_Group_,Divi's_Laboratories_Ltd,2239.4,6486760,0.024,0.025,0.028,0.026,0.031,0.035,0.038,0.039,0.038
Institutional Investors,Axis_Group_,Dolphin_Offshore_Enterprises_(India)_Ltd,,0,0,0,0,0,0.011,0,0,0,0
Institutional Investors,Axis_Group_,Schaeffler_India_Ltd,692.6,2384550,0.015,0.013,0.013,0.012,0,0,0,0,0
Institutional Investors,Axis_Group_,Federal_Bank_Ltd,394.4,26740578,0.011,0.012,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Fortis_Healthcare_Ltd,1222.9,30497456,0.04,0.038,0.036,0.034,0.032,0.03,0.024,0.012,0.012
Institutional Investors,Axis_Group_,Grindwell_Norton_Ltd,535.4,2831225,0.026,0.025,0.025,0.024,0.023,0.023,0.021,0.02,0.02
Institutional Investors,Axis_Group_,Hindustan_Construction_Company_Ltd,,0,0,0,0,0,0.011,0.011,0.011,0.011,0.011
Institutional Investors,Axis_Group_,Heidelberg_Cement_India_Ltd,99.7,5040690,0.022,0.022,0.022,0.022,0.022,0.022,0.017,0.013,0.013
Institutional Investors,Axis_Group_,ICICI_Bank_Ltd,,0,0,0,0.013,0.013,0.015,0.016,0.017,0.017,0.015
Institutional Investors,Axis_Group_,Indian_Hotels_Company_Ltd,2338.3,42747409,0.03,0.029,0.031,0.026,0.024,0.022,0.017,0.013,0
Institutional Investors,Axis_Group_,Ipca_Laboratories_Ltd,,0,0,0,0,0.017,0.018,0.018,0.017,0.013,0.014
Institutional Investors,Axis_Group_,Jamna_Auto_Industries_Ltd,73.4,5893109,0.015,0.015,0.015,0.017,0.013,0.013,0.012,0,0
Institutional Investors,Axis_Group_,J_B_Chemicals_and_Pharmaceuticals_Ltd,652.1,4088462,0.026,0.02,0.015,0.012,0,0,0,0,0
Institutional Investors,Axis_Group_,JK_Cement_Ltd,688.3,1708478,0.022,0.021,0.02,0.02,0.02,0.02,0.02,0.019,0.019
Institutional Investors,Axis_Group_,JK_Lakshmi_Cement_Ltd,389,4795921,0.041,0.041,0.044,0.062,0.062,0.063,0.053,0.052,0.041
Institutional Investors,Axis_Group_,Kesoram_Industries_Ltd,204.5,12777710,0.041,0.041,0.041,0.041,0.041,0.041,0.052,0.052,0.052
Institutional Investors,Axis_Group_,KNR_Constructions_Ltd,93.2,3873356,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
Institutional Investors,Axis_Group_,Kotak_Mahindra_Bank_Ltd,,0,0,0,0.011,0.016,0.016,0.016,0.016,0.016,0.014
Institutional Investors,Axis_Group_,Birlasoft_Ltd,1072.3,14820620,0.054,0.058,0.055,0.055,0.056,0.054,0.047,0.039,0.033
Institutional Investors,Axis_Group_,KPR_Mill_Ltd,,0,0,0,0.01,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Mahindra_and_Mahindra_Ltd,2552.9,13816042,0.011,0.012,0.014,0.014,0.017,0.018,0.012,0,0
Institutional Investors,Axis_Group_,Mahindra_and_Mahindra_Financial_Services_Ltd,,0,0,0.015,0.019,0.018,0,0,0,0,0
Institutional Investors,Axis_Group_,CIE_Automotive_India_Ltd,413.9,9428420,0.025,0.031,0.032,0.026,0.025,0.026,0.03,0.018,0.018
Institutional Investors,Axis_Group_,Minda_Corporation_Ltd,508.5,13344730,0.056,0.045,0.018,0.016,0.016,0.016,0.016,0,0
Institutional Investors,Axis_Group_,UNO_Minda_Ltd,846.9,13486890,0.024,0.021,0.021,0.021,0.017,0.016,0.014,0.013,0
Institutional Investors,Axis_Group_,Samvardhana_Motherson_International_Ltd,,0,0,0,0,0,0,0.018,0.023,0.027,0.039
Institutional Investors,Axis_Group_,MphasiS_Ltd,544.7,2246665,0.012,0.012,0,0,0,0,0.01,0.012,0.01
Institutional Investors,Axis_Group_,Info_Edge_(India)_Ltd,3656,7114093,0.055,0.059,0.066,0.07,0.071,0.072,0.073,0.074,0.069
Institutional Investors,Axis_Group_,Navin_Fluorine_International_Ltd,377.4,1267175,0.026,0.038,0.028,0.027,0.025,0.022,0.019,0.019,0.011
Institutional Investors,Axis_Group_,Nestle_India_Ltd,323.4,1297974,0.014,0.015,0.016,0.015,0.015,0.015,0.015,0.014,0
Institutional Investors,Axis_Group_,Coforge_Ltd,1511.1,2692909,0.044,0.044,0.045,0.058,0.062,0.062,0.065,0.065,0.061
Institutional Investors,Axis_Group_,RHI_Magnesita_India_Ltd,348.3,6383809,0.031,0.029,0.03,0.025,0.028,0.027,0.026,0.026,0.026
Institutional Investors,Axis_Group_,Patel_Engineering_Ltd,,0,0,0,0,0,0.014,0.014,0.015,0.015,0.015
Institutional Investors,Axis_Group_,Persistent_Systems_Ltd,2233.8,2790126,0.036,0.038,0.034,0.031,0.033,0.031,0.028,0.026,0.018
Institutional Investors,Axis_Group_,Aditya_Birla_Fashion_and_Retail_Ltd,,0,0,0,0,0.011,0.011,0.011,0.011,0.01,0.01
Institutional Investors,Axis_Group_,Phoenix_Mills_Ltd,1213.8,4760834,0.027,0.023,0.023,0.019,0.017,0.016,0.012,0,0
Institutional Investors,Axis_Group_,Pidilite_Industries_Ltd,3565.7,12325396,0.024,0.026,0.028,0.03,0.031,0.031,0.031,0.031,0.033
Institutional Investors,Axis_Group_,PI_Industries_Ltd,2784.1,7491303,0.049,0.057,0.057,0.057,0.057,0.054,0.053,0.052,0.048
Institutional Investors,Axis_Group_,The_Ramco_Cements_Ltd,,0,0,0,0,0,0,0.014,0,0,0
Institutional Investors,Axis_Group_,Shree_Renuka_Sugars_Ltd,,0,0,0,0,0,0,0,0,0.014,0.018
Institutional Investors,Axis_Group_,Shree_Cements_Ltd,1436.7,574678,0.016,0.02,0.02,0.021,0.018,0.017,0.017,0.017,0.018
Institutional Investors,Axis_Group_,SEPC_Ltd,45,28130526,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0.029,0.037
Institutional Investors,Axis_Group_,Sudarshan_Chemical_Industries_Ltd,156.1,2697842,0.039,0.039,0.04,0.04,0.04,0.04,0.041,0.033,0.032
Institutional Investors,Axis_Group_,Sundaram_Finance_Ltd,2009,5241764,0.047,0.048,0.054,0.055,0.055,0.055,0.053,0.048,0.046
Institutional Investors,Axis_Group_,Supreme_Industries_Ltd,826.9,2169106,0.017,0.018,0.018,0.018,0.018,0.018,0.017,0.015,0.026
Institutional Investors,Axis_Group_,Symphony_Ltd,68.4,823327,0.012,0.013,0.027,0.032,0.032,0.035,0.045,0.053,0.056
Institutional Investors,Axis_Group_,Tata_Elxsi_Ltd,859.5,1127228,0.018,0.019,0.019,0.014,0.015,0.019,0.019,0.027,0.031
Institutional Investors,Axis_Group_,Tata_Motors_Ltd,4002.8,41782926,0.013,0.012,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Torrent_Power_Ltd,4360.7,36030178,0.075,0.081,0.087,0.087,0.084,0.086,0.088,0.085,0.084
Institutional Investors,Axis_Group_,Trent_Ltd,2147.7,5373725,0.015,0.015,0.017,0.016,0.019,0.019,0.019,0.017,0.011
Institutional Investors,Axis_Group_,TTK_Healthcare_Ltd,41.8,281658,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0.022,0.022
Institutional Investors,Axis_Group_,TTK_Prestige_Ltd,,0,0,0,0,0.019,0.035,0.037,0.037,0.047,0.069
Institutional Investors,Axis_Group_,Cholamandalam_Financial_Holdings_Ltd,606.9,5959490,0.032,0.032,0.036,0.036,0.013,0,0,0,0
Institutional Investors,Axis_Group_,TVS_Motor_Company_Ltd,1597.6,7828079,0.017,0.017,0.015,0.011,0,0,0,0,0
Institutional Investors,Axis_Group_,Vesuvius_India_Ltd,225.3,690296,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034
Institutional Investors,Axis_Group_,Voltas_Ltd,,0,0,0,0,0.012,0.011,0.015,0.015,0.014,0.012
