Index,Segment,Investor,stock,Holding_value,Quantity,Dec-23,Sep-23,Jun-23,Mar-23,Dec-22,Sep-22,Jun-22,Mar-22,Dec-21,Sep-21
620,Institutional Investors,SBI_Group,Ashok_Leyland_Ltd,746.9000244,46549198,0.016000001,0.013,0.014,0.013,0.016000001,0.013,0.011,0,0,0
621,Institutional Investors,SBI_Group,Astral_Ltd,560.9000244,2956141,0.011,0,0,0.012,0.011,0,0,0,0,0
622,Institutional Investors,SBI_Group,Atlantaa_Ltd,0,0,0,0,0,0,0,0,0,0.085000001,0.085000001,0.085000001
623,Institutional Investors,SBI_Group,Avanti_Feeds_Ltd,0,0,0,0,0,0,0,0,0,0.014,0.013,0
624,Institutional Investors,SBI_Group,Axis_Bank_Ltd,12848,122274845,0.041000001,0,0.064000003,0.07,0.041000001,0.048,0.048,0.041999999,0,0
625,Institutional Investors,SBI_Group,Bajaj_Auto_Ltd,3254.699951,3796501,0.013,0.014,0,0,0.013,0,0,0,0,0
626,Institutional Investors,SBI_Group,Bajaj_Finance_Ltd,13047.7002,19840536,0.032000002,0.029999999,0,0,0.032000002,0,0.023,0,0,0.017000001
627,Institutional Investors,SBI_Group,Bank_of_Baroda,0,0,0,0,0.01,0,0,0,0,0,0,0
628,Institutional Investors,SBI_Group,Bharat_Electronics_Ltd,0,0,0,0.011,0.011,0.011,0,0,0,0,0,0
629,Institutional Investors,SBI_Group,Bharat_Forge_Ltd,866.9000244,7853751,0.017000001,0.017000001,0.037999999,0.029999999,0.017000001,0.013,0.012,0.011,0,0
630,Institutional Investors,SBI_Group,Bharti_Airtel_Ltd,23740.90039,192397856,0.032000002,0,0.033,0,0.032000002,0,0.028000001,0.028999999,0.027000001,0
631,Institutional Investors,SBI_Group,Blue_Star_Ltd,2060.800049,16322688,0.079000004,0.079999998,0.077,0.079000004,0.079000004,0.079000004,0.078000002,0.057,0.057,0.057999998
632,Institutional Investors,SBI_Group,Brigade_Enterprises_Ltd,515.9000244,6036120,0.026000001,0.024,0.022,0.022,0.026000001,0,0,0,0,0.011
633,Institutional Investors,SBI_Group,Britannia_Industries_Ltd,2445.100098,5000172,0.021,0,0,0.02,0.021,0.02,0,0.016000001,0.016000001,0
634,Institutional Investors,SBI_Group,Carborundum_Universal_Ltd,2008.199951,18457352,0.097000003,0.097000003,0.097999997,0.097999997,0.097000003,0,0,0,0.090000004,0
635,Institutional Investors,SBI_Group,CCL_Products_India_Ltd,288.8999939,5006438,0.037999999,0.037,0.034000002,0.034000002,0.037999999,0.033,0.033,0.033,0.017999999,0
636,Institutional Investors,SBI_Group,Cholamandalam_Investment_and_Finance_Company_Ltd,0,0,0,0,0,0,0,0,0.017000001,0.021,0,0
637,Institutional Investors,SBI_Group,Cipla_Ltd,0,0,0,0.046999998,0.045000002,0.045000002,0,0,0.045000002,0.044,0.043000001,0.039999999
638,Institutional Investors,SBI_Group,Colgate_Palmolive_(India)_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.012
639,Institutional Investors,SBI_Group,Coromandel_International_Ltd,0,0,0,0,0,0,0,0,0,0.013,0.014,0.013
640,Institutional Investors,SBI_Group,Crisil_Ltd,704,1402468,0.018999999,0.018999999,0.018999999,0.018999999,0.018999999,0.018999999,0.016000001,0.012,0,0
641,Institutional Investors,SBI_Group,City_Union_Bank_Ltd,643.4000244,50380158,0.068000004,0.044,0.043000001,0.039000001,0.068000004,0.022,0,0,0.028000001,0.039000001
642,Institutional Investors,SBI_Group,Deepak_Nitrite_Ltd,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0
643,Institutional Investors,SBI_Group,Diamond_Power_Infrastructure_Ltd,0,0,0,0.072999999,0.072999999,0.072999999,0,0.072999999,0.072999999,0,0,0
644,Institutional Investors,SBI_Group,Divi's_Laboratories_Ltd,7528,21688092,0.082000002,0.082999997,0.078000002,0.077,0.082000002,0.067000002,0.064000003,0.061999999,0.052000001,0.048
645,Institutional Investors,SBI_Group,DLF_Ltd,0,0,0,0,0,0.011,0,0.01,0,0.01,0,0
646,Institutional Investors,SBI_Group,Dolphin_Offshore_Enterprises_(India)_Ltd,1.600000024,50813,0.013,0.016000001,0,0.016000001,0.013,0,0,0,0,0
647,Institutional Investors,SBI_Group,Dr_Reddy's_Laboratories_Ltd,2266.300049,3647059,0.022,0.021,0,0,0.022,0,0,0,0,0
648,Institutional Investors,SBI_Group,Eicher_Motors_Ltd,1180.199951,3181147,0.012,0.012,0.011,0.011,0.012,0,0,0,0,0
649,Institutional Investors,SBI_Group,Elgi_Equipments_Ltd,634.2000122,10077641,0.032000002,0.032000002,0.032000002,0.032000002,0.032000002,0.032000002,0.032000002,0.044,0.044,0.050999999
650,Institutional Investors,SBI_Group,Emami_Ltd,229,5371212,0.012,0.013,0.011,0.012,0.012,0,0.01,0.01,0.011,0.013
651,Institutional Investors,SBI_Group,Engineers_India_Ltd,0,0,0,0.012,0.024,0.021,0,0.021,0.021,0.021,0.021,0.021
652,Institutional Investors,SBI_Group,Esab_India_Ltd,744.2999878,1504936,0.097999997,0.097999997,0.097999997,0.096000001,0.097999997,0.096000001,0.096000001,0.096000001,0.096000001,0.096000001
653,Institutional Investors,SBI_Group,Schaeffler_India_Ltd,1097.699951,3771367,0.024,0.027000001,0.027000001,0.023,0.024,0.022,0.021,0.022,0.022,0.022
654,Institutional Investors,SBI_Group,Federal_Bank_Ltd,782.4000244,53385427,0.022,0.024,0,0.011,0.022,0,0.021,0.024,0.027000001,0.02
655,Institutional Investors,SBI_Group,Finolex_Industries_Ltd,868.7999878,39284363,0.063000001,0.046999998,0,0,0.063000001,0,0.034000002,0.028000001,0.028999999,0.028999999
656,Institutional Investors,SBI_Group,Fortis_Healthcare_Ltd,670.5999756,16618596,0.022,0.022,0.013,0,0.022,0,0,0,0,0
657,Institutional Investors,SBI_Group,GAIL_(India)_Ltd,0,0,0,0,0,0,0,0,0.016000001,0.02,0.017999999,0
658,Institutional Investors,SBI_Group,Gangotri_Textile_Ltd,0.097999997,816084,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
659,Institutional Investors,SBI_Group,Garware_Technical_Fibres_Ltd,190.1000061,588031,0.028999999,0.022,0.017000001,0.014,0.028999999,0.014,0.014,0.014,0.014,0.014
660,Institutional Investors,SBI_Group,GKW_Ltd,9.5,67528,0.011,0.011,0.011,0.017000001,0.011,0.017000001,0,0.017000001,0.017000001,0.017000001
661,Institutional Investors,SBI_Group,Godrej_Properties_Ltd,0,0,0,0,0,0.013,0,0,0.013,0.014,0,0.013
662,Institutional Investors,SBI_Group,Gokaldas_Exports_Ltd,313.2999878,4201518,0.068999998,0.071000002,0.085000001,0.072999999,0.068999998,0.074000001,0.077,0.086000003,0.097999997,0.089000002
663,Institutional Investors,SBI_Group,Greenply_Industries_Ltd,0,0,0,0,0,0,0,0,0,0.017000001,0.02,0.016000001
664,Institutional Investors,SBI_Group,Grindwell_Norton_Ltd,763.2000122,4032027,0.035999998,0.039000001,0.039999999,0.039000001,0.035999998,0.034000002,0.034000002,0.035,0.034000002,0.034000002
665,Institutional Investors,SBI_Group,Gujarat_State_Petronet_Ltd,0,0,0,0.01,0.017000001,0.016000001,0,0,0.011,0,0.011,0.011
666,Institutional Investors,SBI_Group,Gujarat_State_Financial_Corporation,0.208000004,88750,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
667,Institutional Investors,SBI_Group,Hatsun_Agro_Products_Ltd,1721.5,15498499,0.07,0.068000004,0.059,0.057999998,0.07,0.057,0.048999999,0.048999999,0.048,0.048
668,Institutional Investors,SBI_Group,Havells_India_Ltd,1203.5,8234432,0.013,0,0,0,0.013,0,0,0,0,0
669,Institutional Investors,SBI_Group,HCL_Technologies_Ltd,6216.399902,38506885,0.014,0.014,0.014,0.014,0.014,0.017999999,0.021,0.027000001,0.026000001,0.025
670,Institutional Investors,SBI_Group,Hindalco_Industries_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.034000002
671,Institutional Investors,SBI_Group,Hindustan_Unilever_Ltd,8598.599609,37980613,0.016000001,0,0,0,0.016000001,0,0.013,0,0,0
672,Institutional Investors,SBI_Group,RattanIndia_Power_Ltd,0,0,0,0,0,0,0,0,0,0,0.030999999,0.030999999
673,Institutional Investors,SBI_Group,ICICI_Bank_Ltd,54246.5,500567350,0.089000002,0.089000002,0.086999997,0.085000001,0.089000002,0.082999997,0.081,0.078000002,0.071000002,0.057
674,Institutional Investors,SBI_Group,Indian_Hotels_Company_Ltd,954.4000244,17424379,0.012,0.018999999,0.018999999,0,0.012,0,0.024,0.026000001,0.030999999,0.032000002
675,Institutional Investors,SBI_Group,Indian_Bank,0,0,0,0,0,0,0,0,0.01,0,0,0
676,Institutional Investors,SBI_Group,Indian_Terrain_Fashions_Ltd,0,0,0,0,0,0,0,0,0,0.035999998,0.037,0.037
677,Institutional Investors,SBI_Group,IndusInd_Bank_Ltd,0,0,0,0,0,0.021,0,0,0,0,0,0
678,Institutional Investors,SBI_Group,Infosys_Ltd,28602.30078,180655637,0.048999999,0.048999999,0.046999998,0.045000002,0.048999999,0.044,0.043000001,0.035,0.033,0.030999999
679,Institutional Investors,SBI_Group,Ingersoll_Rand_(India)_Ltd,416.8999939,1171156,0.037,0.037999999,0.037999999,0.039999999,0.037,0.041000001,0.041999999,0.041000001,0.039999999,0.039000001
680,Institutional Investors,SBI_Group,Andhra_Paper_Ltd,0,0,0,0.022,0.046,0.056000002,0,0.061000001,0,0.072999999,0.072999999,0.072999999
681,Institutional Investors,SBI_Group,Jain_Irrigation_Systems_Ltd,101.6999969,20047117,0.029999999,0.029999999,0.032000002,0.033,0.029999999,0.033,0.033,0.034000002,0.034000002,0
682,Institutional Investors,SBI_Group,JK_Cement_Ltd,310.2999878,773612,0.01,0.01,0,0.011,0.01,0.011,0.011,0.017000001,0,0
683,Institutional Investors,SBI_Group,Jyoti_Structures_Ltd,0,0,0,0.033,0.039999999,0.039999999,0,0.052999999,0.052999999,0.052999999,0.052999999,0.052999999
684,Institutional Investors,SBI_Group,Kajaria_Ceramics_Ltd,367,3018553,0.018999999,0.017999999,0,0,0.018999999,0,0,0,0,0
685,Institutional Investors,SBI_Group,Kalpataru_Projects_International_Ltd,1500.099976,14632277,0.090000004,0.083999999,0.082000002,0.081,0.090000004,0.081,0.081,0.081,0.072999999,0.052000001
686,Institutional Investors,SBI_Group,Karur_Vysya_Bank_Ltd,519,29887317,0.037,0.026000001,0.022,0.023,0.037,0.017999999,0,0,0,0
687,Institutional Investors,SBI_Group,Kirloskar_Oil_Engines_Ltd,0,0,0,0,0,0,0,0,0,0.075999998,0.090999998,0.090000004
688,Institutional Investors,SBI_Group,KNR_Constructions_Ltd,185.8999939,7770105,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001,0.028000001
689,Institutional Investors,SBI_Group,Kotak_Mahindra_Bank_Ltd,11252.59961,64644227,0.033,0.035,0.037999999,0.037999999,0.033,0.034000002,0.035,0.030999999,0.032000002,0.027000001
690,Institutional Investors,SBI_Group,KPR_Mill_Ltd,1257.099976,16040844,0.046999998,0.046999998,0.046,0.044,0.046999998,0.043000001,0.033,0.029999999,0,0
691,Institutional Investors,SBI_Group,LIC_Housing_Finance_Ltd,689.0999756,12127870,0.022,0.023,0.027000001,0.024,0.022,0.025,0.015,0,0,0
692,Institutional Investors,SBI_Group,Larsen_and_Toubro_Ltd,20535.80078,58726448,0.043000001,0,0,0.044,0.043000001,0.044,0.043000001,0.061000001,0.039999999,0
693,Institutional Investors,SBI_Group,Lupin_Ltd,894.5999756,5598694,0.012,0.011,0,0.011,0.012,0.011,0,0,0.011,0.011
694,Institutional Investors,SBI_Group,Mahindra_and_Mahindra_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.013
695,Institutional Investors,SBI_Group,Mahindra_and_Mahindra_Financial_Services_Ltd,738.7999878,28387965,0.023,0.015,0.02,0.017000001,0.023,0.02,0.017999999,0.026000001,0.021,0.017000001
696,Institutional Investors,SBI_Group,Mahindra_Lifespace_Developers_Ltd,274,5041312,0.033,0,0,0,0.033,0,0,0,0,0
697,Institutional Investors,SBI_Group,Mangalam_Drugs_and_Organics_Ltd,10.10000038,1011663,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003,0.064000003
698,Institutional Investors,SBI_Group,Mangalam_Cement_Ltd,45.70000076,714215,0.026000001,0.026000001,0.026000001,0.026000001,0.026000001,0.026000001,0.026000001,0.026000001,0.026000001,0.027000001
699,Institutional Investors,SBI_Group,Marico_Ltd,0,0,0,0,0.013,0,0,0,0,0,0,0
700,Institutional Investors,SBI_Group,Maruti_Suzuki_India_Ltd,8175.600098,7058915,0.023,0.025,0.012,0.029999999,0.023,0.028999999,0.028000001,0.026000001,0.025,0.017000001
701,Institutional Investors,SBI_Group,Multi_Commodity_Exchange_of_India_Ltd,208.8000031,646665,0.013,0,0.048,0.037,0.013,0.029999999,0,0,0.02,0.012
702,Institutional Investors,SBI_Group,UNO_Minda_Ltd,585.7999878,9299108,0.016000001,0.017000001,0.017000001,0.017000001,0.016000001,0.015,0.014,0.012,0,0
703,Institutional Investors,SBI_Group,MRF_Ltd,2855.600098,213429,0.050000001,0.050000001,0.050999999,0.050000001,0.050000001,0.046999998,0.046999998,0.046999998,0.037,0.024
704,Institutional Investors,SBI_Group,MSP_Steel_and_Power_Ltd,0,0,0,0.057999998,0.112999998,0.112999998,0,0.112999998,0.112999998,0.119000003,0.119999997,0.119999997
705,Institutional Investors,SBI_Group,Muthoot_Finance_Ltd,4527.299805,34039975,0.085000001,0.082000002,0.071000002,0,0.085000001,0,0,0,0,0
706,Institutional Investors,SBI_Group,Natco_Pharma_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.01
707,Institutional Investors,SBI_Group,Navin_Fluorine_International_Ltd,219.5,736499,0.015,0.014,0.028000001,0.027000001,0.015,0.027000001,0.027000001,0.028000001,0.016000001,0.016000001
708,Institutional Investors,SBI_Group,Coforge_Ltd,1427.300049,2516269,0.041000001,0.057,0,0,0.041000001,0,0,0,0,0
709,Institutional Investors,SBI_Group,NRB_Bearings_Ltd,0,0,0,0,0.011,0.011,0,0.011,0.011,0.011,0.011,0.013
710,Institutional Investors,SBI_Group,NTPC_Ltd,0,0,0,0.012,0.011,0,0,0,0,0,0,0
711,Institutional Investors,SBI_Group,Aditya_Birla_Fashion_and_Retail_Ltd,518.9000244,25119860,0.027000001,0.024,0.018999999,0.016000001,0.027000001,0.017000001,0.013,0.014,0.016000001,0.015
712,Institutional Investors,SBI_Group,Phoenix_Mills_Ltd,0,0,0,0,0.014,0.016000001,0,0.016000001,0.016000001,0.017000001,0.017999999,0.018999999
713,Institutional Investors,SBI_Group,Prism_Johnson_Ltd,438,25509312,0.050999999,0.048,0.046,0.043000001,0.050999999,0.041000001,0.027000001,0,0,0
714,Institutional Investors,SBI_Group,PVR_INOX_Ltd,1003.5,7758897,0.079000004,0.079999998,0,0.077,0.079000004,0.089000002,0.089000002,0.068000004,0,0
715,Institutional Investors,SBI_Group,Quintegra_Solutions_Ltd,0.379999995,2000000,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003
716,Institutional Investors,SBI_Group,Rajshree_Sugars_and_Chemicals_Ltd,0,0,0,0.068999998,0.075000003,0.089000002,0,0.093999997,0.093999997,0.093999997,0.093999997,0.093999997
717,Institutional Investors,SBI_Group,Rallis_India_Ltd,314.1000061,12481469,0.064000003,0.064000003,0.050000001,0.050000001,0.064000003,0.050000001,0.050000001,0.043000001,0.039000001,0.034000002
718,Institutional Investors,SBI_Group,The_Ramco_Cements_Ltd,0,0,0,0,0,0,0,0,0.027000001,0,0,0
719,Institutional Investors,SBI_Group,Ratnamani_Metals_and_Tubes_Ltd,226.5,859184,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.014,0.014,0.014
720,Institutional Investors,SBI_Group,Relaxo_Footwears_Ltd,1575.300049,18759312,0.075000003,0.071999997,0.07,0.067000002,0.075000003,0.061000001,0.057,0.057,0,0.048
721,Institutional Investors,SBI_Group,Reliance_Industries_Ltd,40048.69922,141016603,0.021,0.021,0.02,0.02,0.021,0.02,0.02,0.018999999,0.017000001,0.016000001
722,Institutional Investors,SBI_Group,Sagar_Cements_Ltd,46.09999847,2090812,0.016000001,0.016000001,0,0,0.016000001,0,0,0,0,0
723,Institutional Investors,SBI_Group,State_Bank_of_India,19142.40039,262873065,0.029999999,0.029999999,0.030999999,0,0.029999999,0,0,0,0.01,0.01
724,Institutional Investors,SBI_Group,Paisalo_Digital_Ltd,55.29999924,4215243,0.013,0.013,0.014,0,0.013,0,0,0,0.011,0
725,Institutional Investors,SBI_Group,SEL_Manufacturing_Company_Ltd,19.29999924,2489176,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003
726,Institutional Investors,SBI_Group,Shree_Cements_Ltd,4050.600098,1621784,0.045000002,0.039000001,0.030999999,0.029999999,0.045000002,0.028999999,0.025,0.023,0.024,0.024
727,Institutional Investors,SBI_Group,SEPC_Ltd,0,0,0,0.092,0.092,0.094999999,0,0.094999999,0.094999999,0.103,0.128999993,0.128999993
728,Institutional Investors,SBI_Group,SJVN_Ltd,764.9000244,63796611,0.016000001,0.017000001,0.021,0.018999999,0.016000001,0,0,0,0,0
729,Institutional Investors,SBI_Group,SKF_India_Ltd,0,0,0,0,0,0,0,0,0,0.035,0.035,0
730,Institutional Investors,SBI_Group,Strides_Pharma_Science_Ltd,152.8999939,1963866,0.021,0.022,0.022,0.022,0.021,0.022,0.022,0,0.027000001,0
731,Institutional Investors,SBI_Group,TVS_Holdings_Ltd,296.1000061,353619,0.017999999,0.017999999,0.017999999,0.014,0.017999999,0.014,0.014,0.014,0.014,0.014
732,Institutional Investors,SBI_Group,Sundaram_Finance_Ltd,574,1496933,0.014,0.014,0.012,0,0.014,0,0,0,0,0
733,Institutional Investors,SBI_Group,Sun_Pharmaceutical_Industries_Ltd,4435.700195,28343339,0.012,0.011,0.011,0,0.012,0,0,0,0,0
734,Institutional Investors,SBI_Group,Suzlon_Energy_Ltd,0,0,0,0,0,0,0,0,0,0.046999998,0.039000001,0.039000001
735,Institutional Investors,SBI_Group,Swaraj_Engines_Ltd,35.09999847,156075,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
736,Institutional Investors,SBI_Group,Tata_Motors_Ltd,8212.099609,85369286,0.026000001,0,0,0,0.026000001,0,0,0,0,0
737,Institutional Investors,SBI_Group,Tata_Steel_Ltd,5592.799805,376876648,0.030999999,0.030999999,0.028999999,0.028000001,0.030999999,0,0,0.032000002,0.032000002,0.023
738,Institutional Investors,SBI_Group,Thangamayil_Jewellery_Ltd,211.3999939,1790847,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998,0.064999998
739,Institutional Investors,SBI_Group,Thermax_Ltd,1202,3343765,0.028000001,0.027000001,0.028000001,0.028000001,0.028000001,0.025,0.024,0.024,0.024,0.024
740,Institutional Investors,SBI_Group,Timken_India_Ltd,530,1917642,0.026000001,0.041000001,0,0.035,0.026000001,0.035999998,0.033,0.032000002,0.028000001,0.028999999
741,Institutional Investors,SBI_Group,Titan_Company_Ltd,0,0,0,0,0,0.015,0,0,0,0,0,0
742,Institutional Investors,SBI_Group,Tamilnadu_Telecommunications_Ltd,4.099999905,4209702,0.092,0.093000002,0.093000002,0.093000002,0.092,0.093000002,0.093000002,0.093000002,0.093000002,0
743,Institutional Investors,SBI_Group,Torrent_Power_Ltd,3409.5,28981488,0.059999999,0.055,0.052000001,0,0.059999999,0,0,0,0,0
744,Institutional Investors,SBI_Group,Triveni_Turbine_Ltd,810.0999756,16216170,0.050999999,0.050999999,0.063000001,0.086000003,0.050999999,0.088,0.088,0.063000001,0.064000003,0.064000003
745,Institutional Investors,SBI_Group,TTK_Prestige_Ltd,761.2000122,10959424,0.079000004,0.079000004,0,0.079999998,0.079000004,0.068999998,0.068999998,0.068999998,0.057999998,0.034000002
746,Institutional Investors,SBI_Group,TVS_Motor_Company_Ltd,2449.699951,12076916,0.025,0.027000001,0.028999999,0.028999999,0.025,0.029999999,0.032000002,0.032000002,0.017999999,0.017999999
747,Institutional Investors,SBI_Group,United_Breweries_Ltd,0,0,0,0,0,0,0,0,0,0.012,0,0
748,Institutional Investors,SBI_Group,UltraTech_Cement_Ltd,4332.600098,4560603,0.016000001,0.017000001,0,0.017000001,0.016000001,0.017000001,0.016000001,0,0.026000001,0
749,Institutional Investors,SBI_Group,V_Guard_Industries_Ltd,1264.599976,39419862,0.090999998,0.092,0.092,0.093000002,0.090999998,0.093000002,0.093000002,0.090999998,0.085000001,0.064000003
750,Institutional Investors,SBI_Group,V_Mart_Retail_Ltd,369.3999939,1838018,0.093000002,0.093000002,0.093000002,0.089000002,0.093000002,0.089000002,0.089000002,0.093000002,0.088,0.041999999
751,Institutional Investors,SBI_Group,Voltas_Ltd,1000.200012,9639678,0.028999999,0.023,0.02,0,0.028999999,0,0,0,0,0
752,Institutional Investors,SBI_Group,VST_Industries_Ltd,327.5,905686,0.059,0.044,0.044,0.044,0.059,0.041999999,0.041999999,0.039999999,0.039999999,0.035999998
753,Institutional Investors,SBI_Group,Va_Tech_Wabag_Ltd,88.90000153,1269496,0.02,0.025,0.025,0.025,0.02,0.025,0.025,0.025,0.025,0.025
754,Institutional Investors,SBI_Group,ZF_Commercial_Vehicle_Control_Systems_India_Ltd,0,0,0,0.090000004,0.090000004,0.090000004,0,0.090000004,0.090000004,0.090000004,0.090999998,0.090999998
755,Institutional Investors,SBI_Group,Whirlpool_of_India_Ltd,203.3000031,1606069,0.013,0,0,0,0.013,0,0,0,0,0
756,Institutional Investors,SBI_Group,Wipro_Ltd,0,0,0,0.011,0,0,0,0,0,0.01,0,0
757,Institutional Investors,SBI_Group,YES_Bank_Ltd,17325.90039,7516666000,0.261000007,0.261000007,0.261000007,0.261000007,0.261000007,0.261000007,0.300000012,0.300000012,0.300000012,0.300000012
758,Institutional Investors,SBI_Group,Zee_Entertainment_Enterprises_Ltd,0,0,0,0,0,0.011,0,0,0,0,0,0
759,Institutional Investors,SBI_Group,Zydus_Wellness_Ltd,150.6999969,1022231,0.016000001,0,0,0,0.016000001,0,0,0,0,0
760,Institutional Investors,SBI_Group,Ganesha_Ecosphere_Ltd,137.6000061,1482711,0.068000004,0.064000003,0.064000003,0.064000003,0.068000004,0.064000003,0.064000003,0.064000003,0.07,0.075999998
761,Institutional Investors,SBI_Group,Privi_Speciality_Chemicals_Ltd,98.69999695,953221,0.024,0.024,0.025,0.025,0.024,0.017000001,0.017000001,0.017000001,0.015,0.015
762,Institutional Investors,SBI_Group,Satin_Creditcare_Network_Ltd,0,0,0,0,0.021,0.022,0,0.023,0.024,0.025,0.025,0.026000001
763,Institutional Investors,SBI_Group,InterGlobe_Aviation_Ltd,0,0,0,0.021,0.02,0,0,0,0,0,0,0
764,Institutional Investors,SBI_Group,Narayana_Hrudayalaya_Ltd,0,0,0,0,0,0,0,0.021,0,0,0,0
765,Institutional Investors,SBI_Group,Vidhi_Specialty_Food_Ingredients_Ltd,1144.099976,26000000,0.521000028,0.521000028,0,0,0.521000028,0,0,0,0,0
766,Institutional Investors,SBI_Group,Crompton_Greaves_Consumer_Electricals_Ltd,0,0,0,0,0,0,0,0,0,0.041999999,0.057,0.057
767,Institutional Investors,SBI_Group,Disa_India_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.082999997
768,Institutional Investors,SBI_Group,Goodyear_India_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.011
769,Institutional Investors,SBI_Group,Mafatlal_Industries_Ltd,0,0,0,0.012,0,0.012,0,0.012,0.012,0.012,0.012,0.012
770,Institutional Investors,SBI_Group,Kennametal_India_Ltd,79.59999847,344223,0.016000001,0.014,0.014,0.014,0.016000001,0.014,0.017999999,0.017999999,0.017999999,0.017999999
771,Institutional Investors,SBI_Group,Sinnar_Bidi_Udyog_Ltd,5.599999905,116800,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996,0.291999996
772,Institutional Investors,SBI_Group,Rajratan_Global_Wire_Ltd,230.8999939,3868760,0.075999998,0.075999998,0.075999998,0.075999998,0.075999998,0.075999998,0.075999998,0.078000002,0.079000004,0.085000001
773,Institutional Investors,SBI_Group,Control_Print_Ltd,0,0,0,0,0.026000001,0.048999999,0,0.057999998,0.057999998,0.075999998,0.075999998,0.075999998
774,Institutional Investors,SBI_Group,Stellant_Securities_(India)_Ltd,0.018999999,12278,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001,0.017000001
775,Institutional Investors,SBI_Group,Fortune_International_Ltd,0.800999999,160000,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
776,Institutional Investors,SBI_Group,Milestone_Global_Ltd,0.300000012,100000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
777,Institutional Investors,SBI_Group,Prakash_Woollen_and_Synthetic_Mills_Ltd,0,0,0,0,0,0,0,0,0,0,0.012,0.012
778,Institutional Investors,SBI_Group,ICICI_Prudential_Life_Insurance_Company_Ltd,0,0,0,0,0.016000001,0.017000001,0,0.017999999,0.023,0.024,0.021,0.021
779,Institutional Investors,SBI_Group,Endurance_Technologies_Ltd,285.8999939,1589936,0.011,0.02,0.022,0.026000001,0.011,0.026000001,0.026000001,0.028000001,0,0
780,Institutional Investors,SBI_Group,Sheela_Foam_Ltd,1014.099976,10643594,0.097999997,0.090999998,0.086999997,0.086999997,0.097999997,0.086999997,0,0.088,0.090000004,0.092
781,Institutional Investors,SBI_Group,Prataap_Snacks_Ltd,0,0,0,0,0,0,0,0,0,0.022,0.023,0.032000002
782,Institutional Investors,SBI_Group,Matrimonycom_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.015
783,Institutional Investors,SBI_Group,SBI_Life_Insurance_Company_Ltd,81335.29688,555000000,0.55400002,0.55400002,0.555000007,0.555000007,0.55400002,0.555000007,0.555000007,0.555000007,0.566999972,0.568000019
784,Institutional Investors,SBI_Group,ICICI_Lombard_General_Insurance_Company_Ltd,3747.100098,22700712,0.046,0.048,0.046999998,0.046,0.046,0.045000002,0.044,0.043000001,0.030999999,0.034000002
785,Institutional Investors,SBI_Group,Indian_Energy_Exchange_Ltd,0,0,0,0,0.011,0,0,0,0,0,0,0
786,Institutional Investors,SBI_Group,Nippon_Life_India_Asset_Management_Ltd,440.2999878,10022983,0.016000001,0,0,0,0.016000001,0,0,0,0,0
787,Institutional Investors,SBI_Group,HDFC_Life_Insurance_Company_Ltd,2869.899902,45312916,0.021,0.024,0.021,0.015,0.021,0.014,0.013,0.013,0.014,0.012
788,Institutional Investors,SBI_Group,Tube_Investments_of_India_Ltd,1173.599976,3371104,0.017000001,0.011,0.01,0.01,0.017000001,0.01,0.016000001,0,0,0
789,Institutional Investors,SBI_Group,Galaxy_Surfactants_Ltd,0,0,0,0,0,0,0,0,0.011,0.023,0.043000001,0.050000001
790,Institutional Investors,SBI_Group,Lemon_Tree_Hotels_Ltd,755.2000122,58160660,0.072999999,0.075999998,0.075999998,0.075999998,0.072999999,0.075999998,0.079000004,0.081,0.083999999,0.085000001
791,Institutional Investors,SBI_Group,Fine_Organic_Industries_Ltd,286.2000122,702547,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.026000001,0,0
